2026-02-09 13:37:44,369 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 1
2026-02-09 13:37:44,369 - nanochat.common - [33m[1mWARNING[0m - Peak flops undefined for: NVIDIA GeForce RTX 4070, MFU will show as 0%

                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
GPU: NVIDIA GeForce RTX 4070 | Peak FLOPS (BF16): inf
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
WARNING: Flash Attention 3 not available, using PyTorch SDPA fallback
WARNING: Training will be less efficient without FA3
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Vocab size: 32,768
num_layers: 18
model_dim: 1152 (base: 1152, nudge: +0)
num_heads: 18
head_dim: 64
num_kv_heads: 18
Tokens / micro-batch / rank: 4 x 512 = 2,048
Tokens / micro-batch: 2,048
Total batch size 16,384 => gradient accumulation steps: 8
Scaling LRs by 0.1768 for batch size 16,384 (reference: 524,288)
Scaling weight decay from 0.200000 to 0.088889 for depth 18
Resuming optimization from step 500
Parameter counts:
wte                     : 37,748,736
value_embeds            : 339,738,624
lm_head                 : 37,748,736
transformer_matrices    : 286,659,648
scalars                 : 36
total                   : 701,895,780
Estimated FLOPs per token: 2.073852e+09
Using user-provided number of iterations: 5,000
Total number of training tokens: 81,920,000
Tokens : Scaling params ratio: 0.25
Total training FLOPs estimate: 1.698900e+17
Scaling the LR for the AdamW parameters ∝1/√(1152/768) = 0.816497
step 00500/05000 (10.00%) | loss: 4.903920 | lrm: 0.33 | dt: 31440.26ms | tok/sec: 521 | mfu: 0.00 | epoch: 1 | total time: 10.33m | eta: 94.8m
step 00501/05000 (10.02%) | loss: 4.882440 | lrm: 0.33 | dt: 4613.19ms | tok/sec: 3,551 | mfu: 0.00 | epoch: 1 | total time: 10.40m | eta: 95.3m
step 00502/05000 (10.04%) | loss: 4.892310 | lrm: 0.34 | dt: 4467.22ms | tok/sec: 3,667 | mfu: 0.00 | epoch: 1 | total time: 10.48m | eta: 95.8m
step 00503/05000 (10.06%) | loss: 4.927328 | lrm: 0.34 | dt: 4370.86ms | tok/sec: 3,748 | mfu: 0.00 | epoch: 1 | total time: 10.55m | eta: 96.2m
step 00504/05000 (10.08%) | loss: 4.910594 | lrm: 0.34 | dt: 4247.98ms | tok/sec: 3,856 | mfu: 0.00 | epoch: 1 | total time: 10.62m | eta: 96.7m
step 00505/05000 (10.10%) | loss: 4.910083 | lrm: 0.34 | dt: 4457.25ms | tok/sec: 3,675 | mfu: 0.00 | epoch: 1 | total time: 10.70m | eta: 97.1m
step 00506/05000 (10.12%) | loss: 4.913418 | lrm: 0.34 | dt: 4498.51ms | tok/sec: 3,642 | mfu: 0.00 | epoch: 1 | total time: 10.77m | eta: 97.6m
step 00507/05000 (10.14%) | loss: 4.888208 | lrm: 0.34 | dt: 6638.82ms | tok/sec: 2,467 | mfu: 0.00 | epoch: 1 | total time: 10.88m | eta: 98.4m
step 00508/05000 (10.16%) | loss: 4.890023 | lrm: 0.34 | dt: 4450.37ms | tok/sec: 3,681 | mfu: 0.00 | epoch: 1 | total time: 10.96m | eta: 98.8m
step 00509/05000 (10.18%) | loss: 4.883486 | lrm: 0.34 | dt: 4293.90ms | tok/sec: 3,815 | mfu: 0.00 | epoch: 1 | total time: 11.03m | eta: 99.3m
step 00510/05000 (10.20%) | loss: 4.884501 | lrm: 0.34 | dt: 4423.49ms | tok/sec: 3,703 | mfu: 0.00 | epoch: 1 | total time: 11.10m | eta: 99.7m
step 00511/05000 (10.22%) | loss: 4.896091 | lrm: 0.34 | dt: 4506.69ms | tok/sec: 3,635 | mfu: 0.00 | epoch: 1 | total time: 11.18m | eta: 100.1m
step 00512/05000 (10.24%) | loss: 4.903129 | lrm: 0.34 | dt: 4514.56ms | tok/sec: 3,629 | mfu: 0.00 | epoch: 1 | total time: 11.25m | eta: 100.6m
step 00513/05000 (10.26%) | loss: 4.904382 | lrm: 0.34 | dt: 4527.37ms | tok/sec: 3,618 | mfu: 0.00 | epoch: 1 | total time: 11.33m | eta: 101.0m
step 00514/05000 (10.28%) | loss: 4.915836 | lrm: 0.34 | dt: 6603.37ms | tok/sec: 2,481 | mfu: 0.00 | epoch: 1 | total time: 11.44m | eta: 101.8m
step 00515/05000 (10.30%) | loss: 4.935915 | lrm: 0.34 | dt: 4520.94ms | tok/sec: 3,624 | mfu: 0.00 | epoch: 1 | total time: 11.51m | eta: 102.2m
step 00516/05000 (10.32%) | loss: 4.930946 | lrm: 0.34 | dt: 4351.56ms | tok/sec: 3,765 | mfu: 0.00 | epoch: 1 | total time: 11.59m | eta: 102.7m
step 00517/05000 (10.34%) | loss: 4.912879 | lrm: 0.35 | dt: 4355.20ms | tok/sec: 3,761 | mfu: 0.00 | epoch: 1 | total time: 11.66m | eta: 103.1m
