
                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: cuda
2026-02-23 20:11:29,800 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 1
2026-02-23 20:11:29,801 - nanochat.common - [33m[1mWARNING[0m - Peak flops undefined for: NVIDIA GeForce RTX 4070, MFU will show as 0%
GPU: NVIDIA GeForce RTX 4070 | Peak FLOPS (BF16): inf
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
WARNING: Flash Attention 3 not available, using PyTorch SDPA fallback
WARNING: Training will be less efficient without FA3
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Vocab size: 32,768
num_layers: 24
model_dim: 1152 (base: 1152, nudge: +0)
num_heads: 9
head_dim: 128
num_kv_heads: 9
Tokens / micro-batch / rank: 1 x 2048 = 2,048
Tokens / micro-batch: 2,048
Total batch size 16,384 => gradient accumulation steps: 8
Scaling LRs by 0.1768 for batch size 16,384 (reference: 524,288)
Scaling weight decay from 0.200000 to 0.050000 for depth 24
Gradient checkpointing enabled (activation recomputation in backward)
Resuming optimization from step 102528
Parameter counts:
wte                     : 37,748,736
value_embeds            : 452,984,832
lm_head                 : 37,748,736
transformer_matrices    : 382,209,408
scalars                 : 48
total                   : 910,691,760
Estimated FLOPs per token: 3.199226e+09
Calculated number of iterations from target data:param ratio: 615,173
Total number of training tokens: 10,078,994,432
Tokens : Scaling params ratio: 24.00
Total training FLOPs estimate: 3.224498e+19
Model torch.compile disabled by NANOCHAT_COMPILE_MODEL=0
Scaling the LR for the AdamW parameters ∝1/√(1152/768) = 0.816497
step 102528/615173 (16.67%) | loss: 2.969236 | lrm: 1.00 | dt: 2652.61ms | tok/sec: 6,176 | mfu: 0.00 | epoch: 2 | total time: 4002.67m | eta: 20015.5m
step 102529/615173 (16.67%) | loss: 3.012912 | lrm: 1.00 | dt: 2358.00ms | tok/sec: 6,948 | mfu: 0.00 | epoch: 2 | total time: 4002.71m | eta: 20015.5m
step 102530/615173 (16.67%) | loss: 2.977265 | lrm: 1.00 | dt: 2352.69ms | tok/sec: 6,963 | mfu: 0.00 | epoch: 2 | total time: 4002.75m | eta: 20015.4m
step 102531/615173 (16.67%) | loss: 3.009991 | lrm: 1.00 | dt: 2352.11ms | tok/sec: 6,965 | mfu: 0.00 | epoch: 2 | total time: 4002.79m | eta: 20015.4m
step 102532/615173 (16.67%) | loss: 3.026036 | lrm: 1.00 | dt: 2353.78ms | tok/sec: 6,960 | mfu: 0.00 | epoch: 2 | total time: 4002.83m | eta: 20015.4m
step 102533/615173 (16.67%) | loss: 3.017832 | lrm: 1.00 | dt: 2347.78ms | tok/sec: 6,978 | mfu: 0.00 | epoch: 2 | total time: 4002.87m | eta: 20015.3m
step 102534/615173 (16.67%) | loss: 2.989814 | lrm: 1.00 | dt: 2346.90ms | tok/sec: 6,981 | mfu: 0.00 | epoch: 2 | total time: 4002.91m | eta: 20015.3m
step 102535/615173 (16.67%) | loss: 2.996589 | lrm: 1.00 | dt: 2346.57ms | tok/sec: 6,982 | mfu: 0.00 | epoch: 2 | total time: 4002.95m | eta: 20015.2m
step 102536/615173 (16.67%) | loss: 3.017981 | lrm: 1.00 | dt: 1786.78ms | tok/sec: 9,169 | mfu: 0.00 | epoch: 2 | total time: 4002.98m | eta: 20015.2m
step 102537/615173 (16.67%) | loss: 3.049123 | lrm: 1.00 | dt: 2340.86ms | tok/sec: 6,999 | mfu: 0.00 | epoch: 2 | total time: 4003.02m | eta: 20015.1m
step 102538/615173 (16.67%) | loss: 3.054328 | lrm: 1.00 | dt: 2342.81ms | tok/sec: 6,993 | mfu: 0.00 | epoch: 2 | total time: 4003.05m | eta: 20015.1m
step 102539/615173 (16.67%) | loss: 3.062337 | lrm: 1.00 | dt: 2346.21ms | tok/sec: 6,983 | mfu: 0.00 | epoch: 2 | total time: 4003.09m | eta: 20015.0m
step 102540/615173 (16.67%) | loss: 3.054244 | lrm: 1.00 | dt: 2388.26ms | tok/sec: 6,860 | mfu: 0.00 | epoch: 2 | total time: 4003.13m | eta: 20015.0m
step 102541/615173 (16.67%) | loss: 3.072481 | lrm: 1.00 | dt: 2403.10ms | tok/sec: 6,817 | mfu: 0.00 | epoch: 2 | total time: 4003.17m | eta: 20015.0m
step 102542/615173 (16.67%) | loss: 3.063252 | lrm: 1.00 | dt: 2364.82ms | tok/sec: 6,928 | mfu: 0.00 | epoch: 2 | total time: 4003.21m | eta: 20014.9m
step 102543/615173 (16.67%) | loss: 3.018991 | lrm: 1.00 | dt: 2351.21ms | tok/sec: 6,968 | mfu: 0.00 | epoch: 2 | total time: 4003.25m | eta: 20014.9m
step 102544/615173 (16.67%) | loss: 3.006360 | lrm: 1.00 | dt: 2346.69ms | tok/sec: 6,981 | mfu: 0.00 | epoch: 2 | total time: 4003.29m | eta: 20014.9m
step 102545/615173 (16.67%) | loss: 3.006078 | lrm: 1.00 | dt: 2347.29ms | tok/sec: 6,979 | mfu: 0.00 | epoch: 2 | total time: 4003.33m | eta: 20014.8m
step 102546/615173 (16.67%) | loss: 2.954135 | lrm: 1.00 | dt: 2346.37ms | tok/sec: 6,982 | mfu: 0.00 | epoch: 2 | total time: 4003.37m | eta: 20014.8m
step 102547/615173 (16.67%) | loss: 2.971288 | lrm: 1.00 | dt: 2347.97ms | tok/sec: 6,977 | mfu: 0.00 | epoch: 2 | total time: 4003.41m | eta: 20014.7m
step 102548/615173 (16.67%) | loss: 2.981003 | lrm: 1.00 | dt: 2347.67ms | tok/sec: 6,978 | mfu: 0.00 | epoch: 2 | total time: 4003.45m | eta: 20014.7m
step 102549/615173 (16.67%) | loss: 3.045417 | lrm: 1.00 | dt: 2347.40ms | tok/sec: 6,979 | mfu: 0.00 | epoch: 2 | total time: 4003.49m | eta: 20014.7m
step 102550/615173 (16.67%) | loss: 3.046129 | lrm: 1.00 | dt: 1818.57ms | tok/sec: 9,009 | mfu: 0.00 | epoch: 2 | total time: 4003.52m | eta: 20014.6m
step 102551/615173 (16.67%) | loss: 3.020933 | lrm: 1.00 | dt: 2343.83ms | tok/sec: 6,990 | mfu: 0.00 | epoch: 2 | total time: 4003.56m | eta: 20014.5m
