
                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
2026-02-10 21:26:48,419 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 1
2026-02-10 21:26:48,419 - nanochat.common - [33m[1mWARNING[0m - Peak flops undefined for: NVIDIA GeForce RTX 4070, MFU will show as 0%
GPU: NVIDIA GeForce RTX 4070 | Peak FLOPS (BF16): inf
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
WARNING: Flash Attention 3 not available, using PyTorch SDPA fallback
WARNING: Training will be less efficient without FA3
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Vocab size: 32,768
num_layers: 18
model_dim: 1152 (base: 1152, nudge: +0)
num_heads: 18
head_dim: 64
num_kv_heads: 18
Tokens / micro-batch / rank: 4 x 512 = 2,048
Tokens / micro-batch: 2,048
Total batch size 16,384 => gradient accumulation steps: 8
Scaling LRs by 0.1768 for batch size 16,384 (reference: 524,288)
Scaling weight decay from 0.200000 to 0.088889 for depth 18
Resuming optimization from step 5000
Parameter counts:
wte                     : 37,748,736
value_embeds            : 339,738,624
lm_head                 : 37,748,736
transformer_matrices    : 286,659,648
scalars                 : 36
total                   : 701,895,780
Estimated FLOPs per token: 2.073852e+09
Using user-provided number of iterations: 20,000
Total number of training tokens: 327,680,000
Tokens : Scaling params ratio: 1.01
Total training FLOPs estimate: 6.795599e+17
Scaling the LR for the AdamW parameters ∝1/√(1152/768) = 0.816497
W0210 21:26:59.278000 2994159 .venv/lib/python3.10/site-packages/torch/_inductor/utils.py:1613] [0/0] Not enough SMs to use max_autotune_gemm mode
Step 05000 | Validation bpb: 1.075715
step 05000/20000 (25.00%) | loss: 3.452029 | lrm: 0.50 | dt: 30836.76ms | tok/sec: 531 | mfu: 0.00 | epoch: 2 | total time: 360.79m | eta: 1084.5m
step 05001/20000 (25.00%) | loss: 3.440149 | lrm: 0.50 | dt: 1512.40ms | tok/sec: 10,833 | mfu: 0.00 | epoch: 2 | total time: 360.82m | eta: 1084.3m
step 05002/20000 (25.01%) | loss: 3.456064 | lrm: 0.50 | dt: 1513.01ms | tok/sec: 10,828 | mfu: 0.00 | epoch: 2 | total time: 360.84m | eta: 1084.1m
step 05003/20000 (25.02%) | loss: 3.485836 | lrm: 0.50 | dt: 1509.26ms | tok/sec: 10,855 | mfu: 0.00 | epoch: 2 | total time: 360.87m | eta: 1083.9m
step 05004/20000 (25.02%) | loss: 3.494633 | lrm: 0.50 | dt: 1513.05ms | tok/sec: 10,828 | mfu: 0.00 | epoch: 2 | total time: 360.89m | eta: 1083.7m
step 05005/20000 (25.02%) | loss: 3.504376 | lrm: 0.50 | dt: 1509.21ms | tok/sec: 10,856 | mfu: 0.00 | epoch: 2 | total time: 360.92m | eta: 1083.5m
step 05006/20000 (25.03%) | loss: 3.514398 | lrm: 0.50 | dt: 1513.73ms | tok/sec: 10,823 | mfu: 0.00 | epoch: 2 | total time: 360.94m | eta: 1083.3m
step 05007/20000 (25.04%) | loss: 3.494061 | lrm: 0.50 | dt: 1515.92ms | tok/sec: 10,807 | mfu: 0.00 | epoch: 2 | total time: 360.97m | eta: 1083.0m
step 05008/20000 (25.04%) | loss: 3.495054 | lrm: 0.50 | dt: 1510.36ms | tok/sec: 10,847 | mfu: 0.00 | epoch: 2 | total time: 360.99m | eta: 1082.8m
step 05009/20000 (25.05%) | loss: 3.536317 | lrm: 0.50 | dt: 1511.47ms | tok/sec: 10,839 | mfu: 0.00 | epoch: 2 | total time: 361.02m | eta: 1082.6m
step 05010/20000 (25.05%) | loss: 3.537266 | lrm: 0.50 | dt: 1511.44ms | tok/sec: 10,839 | mfu: 0.00 | epoch: 2 | total time: 361.04m | eta: 1082.4m
step 05011/20000 (25.05%) | loss: 3.530077 | lrm: 0.50 | dt: 1512.03ms | tok/sec: 10,835 | mfu: 0.00 | epoch: 2 | total time: 361.07m | eta: 1082.2m
step 05012/20000 (25.06%) | loss: 3.523468 | lrm: 0.50 | dt: 1513.69ms | tok/sec: 10,823 | mfu: 0.00 | epoch: 2 | total time: 361.09m | eta: 1082.0m
step 05013/20000 (25.07%) | loss: 3.517687 | lrm: 0.50 | dt: 1513.13ms | tok/sec: 10,827 | mfu: 0.00 | epoch: 2 | total time: 361.12m | eta: 1081.8m
step 05014/20000 (25.07%) | loss: 3.538121 | lrm: 0.50 | dt: 1517.81ms | tok/sec: 10,794 | mfu: 0.00 | epoch: 2 | total time: 361.14m | eta: 1081.6m
