
                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: cuda
2026-02-20 13:40:21,391 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 1
2026-02-20 13:40:21,391 - nanochat.common - [33m[1mWARNING[0m - Peak flops undefined for: NVIDIA GeForce RTX 4070, MFU will show as 0%
GPU: NVIDIA GeForce RTX 4070 | Peak FLOPS (BF16): inf
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
WARNING: Flash Attention 3 not available, using PyTorch SDPA fallback
WARNING: Training will be less efficient without FA3
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Vocab size: 32,768
num_layers: 24
model_dim: 1152 (base: 1152, nudge: +0)
num_heads: 9
head_dim: 128
num_kv_heads: 9
Tokens / micro-batch / rank: 1 x 2048 = 2,048
Tokens / micro-batch: 2,048
Total batch size 16,384 => gradient accumulation steps: 8
Scaling LRs by 0.1768 for batch size 16,384 (reference: 524,288)
Scaling weight decay from 0.200000 to 0.050000 for depth 24
Gradient checkpointing enabled (activation recomputation in backward)
Parameter counts:
wte                     : 37,748,736
value_embeds            : 452,984,832
lm_head                 : 37,748,736
transformer_matrices    : 382,209,408
scalars                 : 48
total                   : 910,691,760
Estimated FLOPs per token: 3.199226e+09
Calculated number of iterations from target data:param ratio: 615,173
Total number of training tokens: 10,078,994,432
Tokens : Scaling params ratio: 24.00
Total training FLOPs estimate: 3.224498e+19
Model torch.compile disabled by NANOCHAT_COMPILE_MODEL=0
Scaling the LR for the AdamW parameters ∝1/√(1152/768) = 0.816497
Step 00000 | Validation bpb: 3.180742
step 00000/615173 (0.00%) | loss: 10.398252 | lrm: 0.00 | dt: 5320.28ms | tok/sec: 3,079 | mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00001/615173 (0.00%) | loss: 10.398836 | lrm: 0.00 | dt: 2398.61ms | tok/sec: 6,830 | mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00002/615173 (0.00%) | loss: 10.398459 | lrm: 0.00 | dt: 2292.27ms | tok/sec: 7,147 | mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00003/615173 (0.00%) | loss: 10.398110 | lrm: 0.00 | dt: 2293.83ms | tok/sec: 7,142 | mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00004/615173 (0.00%) | loss: 10.397662 | lrm: 0.00 | dt: 2298.36ms | tok/sec: 7,128 | mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00005/615173 (0.00%) | loss: 10.397654 | lrm: 0.00 | dt: 2359.13ms | tok/sec: 6,944 | mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00006/615173 (0.00%) | loss: 10.397567 | lrm: 0.00 | dt: 2350.81ms | tok/sec: 6,969 | mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00007/615173 (0.00%) | loss: 10.397601 | lrm: 0.00 | dt: 2337.46ms | tok/sec: 7,009 | mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00008/615173 (0.00%) | loss: 10.397580 | lrm: 0.00 | dt: 2322.39ms | tok/sec: 7,054 | mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00009/615173 (0.00%) | loss: 10.397480 | lrm: 0.00 | dt: 2331.13ms | tok/sec: 7,028 | mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00010/615173 (0.00%) | loss: 10.397365 | lrm: 0.00 | dt: 2310.94ms | tok/sec: 7,089 | mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00011/615173 (0.00%) | loss: 10.397026 | lrm: 0.00 | dt: 2308.92ms | tok/sec: 7,095 | mfu: 0.00 | epoch: 1 | total time: 0.04m | eta: 23672.6m
step 00012/615173 (0.00%) | loss: 10.396943 | lrm: 0.00 | dt: 2311.23ms | tok/sec: 7,088 | mfu: 0.00 | epoch: 1 | total time: 0.08m | eta: 23684.5m
step 00013/615173 (0.00%) | loss: 10.396998 | lrm: 0.00 | dt: 2305.89ms | tok/sec: 7,105 | mfu: 0.00 | epoch: 1 | total time: 0.12m | eta: 23670.1m
step 00014/615173 (0.00%) | loss: 10.397003 | lrm: 0.00 | dt: 2303.19ms | tok/sec: 7,113 | mfu: 0.00 | epoch: 1 | total time: 0.15m | eta: 23656.0m
step 00015/615173 (0.00%) | loss: 10.396879 | lrm: 0.00 | dt: 2302.45ms | tok/sec: 7,115 | mfu: 0.00 | epoch: 1 | total time: 0.19m | eta: 23646.0m
step 00016/615173 (0.00%) | loss: 10.396581 | lrm: 0.00 | dt: 2301.37ms | tok/sec: 7,119 | mfu: 0.00 | epoch: 1 | total time: 0.23m | eta: 23637.5m
step 00017/615173 (0.00%) | loss: 10.396317 | lrm: 0.00 | dt: 2301.27ms | tok/sec: 7,119 | mfu: 0.00 | epoch: 1 | total time: 0.27m | eta: 23631.2m
step 00018/615173 (0.00%) | loss: 10.396438 | lrm: 0.00 | dt: 2318.10ms | tok/sec: 7,067 | mfu: 0.00 | epoch: 1 | total time: 0.31m | eta: 23648.1m
step 00019/615173 (0.00%) | loss: 10.396373 | lrm: 0.00 | dt: 2365.99ms | tok/sec: 6,924 | mfu: 0.00 | epoch: 1 | total time: 0.35m | eta: 23715.8m
step 00020/615173 (0.00%) | loss: 10.396136 | lrm: 0.00 | dt: 2348.82ms | tok/sec: 6,975 | mfu: 0.00 | epoch: 1 | total time: 0.39m | eta: 23752.3m
step 00021/615173 (0.00%) | loss: 10.396097 | lrm: 0.00 | dt: 2336.64ms | tok/sec: 7,011 | mfu: 0.00 | epoch: 1 | total time: 0.43m | eta: 23770.8m
step 00022/615173 (0.00%) | loss: 10.395950 | lrm: 0.00 | dt: 2332.68ms | tok/sec: 7,023 | mfu: 0.00 | epoch: 1 | total time: 0.46m | eta: 23782.9m
step 00023/615173 (0.00%) | loss: 10.395835 | lrm: 0.00 | dt: 2322.13ms | tok/sec: 7,055 | mfu: 0.00 | epoch: 1 | total time: 0.50m | eta: 23784.8m
step 00024/615173 (0.00%) | loss: 10.395730 | lrm: 0.00 | dt: 2318.52ms | tok/sec: 7,066 | mfu: 0.00 | epoch: 1 | total time: 0.54m | eta: 23783.7m
step 00025/615173 (0.00%) | loss: 10.395642 | lrm: 0.00 | dt: 2317.03ms | tok/sec: 7,071 | mfu: 0.00 | epoch: 1 | total time: 0.58m | eta: 23781.8m
step 00026/615173 (0.00%) | loss: 10.395324 | lrm: 0.00 | dt: 2310.86ms | tok/sec: 7,090 | mfu: 0.00 | epoch: 1 | total time: 0.62m | eta: 23776.1m
step 00027/615173 (0.00%) | loss: 10.395130 | lrm: 0.00 | dt: 2309.67ms | tok/sec: 7,093 | mfu: 0.00 | epoch: 1 | total time: 0.66m | eta: 23770.4m
step 00028/615173 (0.00%) | loss: 10.394778 | lrm: 0.00 | dt: 2308.81ms | tok/sec: 7,096 | mfu: 0.00 | epoch: 1 | total time: 0.70m | eta: 23764.9m
step 00029/615173 (0.00%) | loss: 10.394621 | lrm: 0.00 | dt: 2306.01ms | tok/sec: 7,104 | mfu: 0.00 | epoch: 1 | total time: 0.73m | eta: 23758.4m
step 00030/615173 (0.00%) | loss: 10.394621 | lrm: 0.01 | dt: 2306.25ms | tok/sec: 7,104 | mfu: 0.00 | epoch: 1 | total time: 0.77m | eta: 23752.6m
step 00031/615173 (0.01%) | loss: 10.394366 | lrm: 0.01 | dt: 2306.75ms | tok/sec: 7,102 | mfu: 0.00 | epoch: 1 | total time: 0.81m | eta: 23747.7m
step 00032/615173 (0.01%) | loss: 10.394150 | lrm: 0.01 | dt: 2349.34ms | tok/sec: 6,973 | mfu: 0.00 | epoch: 1 | total time: 0.85m | eta: 23763.0m
step 00033/615173 (0.01%) | loss: 10.393943 | lrm: 0.01 | dt: 2363.83ms | tok/sec: 6,931 | mfu: 0.00 | epoch: 1 | total time: 0.89m | eta: 23783.5m
step 00034/615173 (0.01%) | loss: 10.393654 | lrm: 0.01 | dt: 2346.21ms | tok/sec: 6,983 | mfu: 0.00 | epoch: 1 | total time: 0.93m | eta: 23794.8m
step 00035/615173 (0.01%) | loss: 10.393464 | lrm: 0.01 | dt: 2340.81ms | tok/sec: 6,999 | mfu: 0.00 | epoch: 1 | total time: 0.97m | eta: 23802.9m
step 00036/615173 (0.01%) | loss: 10.393314 | lrm: 0.01 | dt: 2326.72ms | tok/sec: 7,041 | mfu: 0.00 | epoch: 1 | total time: 1.01m | eta: 23804.8m
step 00037/615173 (0.01%) | loss: 10.393048 | lrm: 0.01 | dt: 2322.49ms | tok/sec: 7,054 | mfu: 0.00 | epoch: 1 | total time: 1.04m | eta: 23805.0m
step 00038/615173 (0.01%) | loss: 10.392760 | lrm: 0.01 | dt: 2323.18ms | tok/sec: 7,052 | mfu: 0.00 | epoch: 1 | total time: 1.08m | eta: 23805.4m
step 00039/615173 (0.01%) | loss: 10.392358 | lrm: 0.01 | dt: 2320.64ms | tok/sec: 7,060 | mfu: 0.00 | epoch: 1 | total time: 1.12m | eta: 23804.9m
step 00040/615173 (0.01%) | loss: 10.391984 | lrm: 0.01 | dt: 2310.51ms | tok/sec: 7,091 | mfu: 0.00 | epoch: 1 | total time: 1.16m | eta: 23801.0m
step 00041/615173 (0.01%) | loss: 10.391735 | lrm: 0.01 | dt: 2312.26ms | tok/sec: 7,085 | mfu: 0.00 | epoch: 1 | total time: 1.20m | eta: 23797.9m
step 00042/615173 (0.01%) | loss: 10.391448 | lrm: 0.01 | dt: 2314.33ms | tok/sec: 7,079 | mfu: 0.00 | epoch: 1 | total time: 1.24m | eta: 23795.6m
step 00043/615173 (0.01%) | loss: 10.391010 | lrm: 0.01 | dt: 2309.72ms | tok/sec: 7,093 | mfu: 0.00 | epoch: 1 | total time: 1.28m | eta: 23792.1m
step 00044/615173 (0.01%) | loss: 10.390320 | lrm: 0.01 | dt: 2306.95ms | tok/sec: 7,102 | mfu: 0.00 | epoch: 1 | total time: 1.31m | eta: 23787.9m
step 00045/615173 (0.01%) | loss: 10.390117 | lrm: 0.01 | dt: 2310.06ms | tok/sec: 7,092 | mfu: 0.00 | epoch: 1 | total time: 1.35m | eta: 23784.8m
step 00046/615173 (0.01%) | loss: 10.389880 | lrm: 0.01 | dt: 2357.34ms | tok/sec: 6,950 | mfu: 0.00 | epoch: 1 | total time: 1.39m | eta: 23795.4m
step 00047/615173 (0.01%) | loss: 10.389568 | lrm: 0.01 | dt: 2360.05ms | tok/sec: 6,942 | mfu: 0.00 | epoch: 1 | total time: 1.43m | eta: 23806.2m
step 00048/615173 (0.01%) | loss: 10.389266 | lrm: 0.01 | dt: 2344.91ms | tok/sec: 6,987 | mfu: 0.00 | epoch: 1 | total time: 1.47m | eta: 23812.3m
step 00049/615173 (0.01%) | loss: 10.388772 | lrm: 0.01 | dt: 2335.56ms | tok/sec: 7,015 | mfu: 0.00 | epoch: 1 | total time: 1.51m | eta: 23815.7m
step 00050/615173 (0.01%) | loss: 10.388589 | lrm: 0.01 | dt: 2326.05ms | tok/sec: 7,043 | mfu: 0.00 | epoch: 1 | total time: 1.55m | eta: 23816.4m
step 00051/615173 (0.01%) | loss: 10.388089 | lrm: 0.01 | dt: 2319.54ms | tok/sec: 7,063 | mfu: 0.00 | epoch: 1 | total time: 1.59m | eta: 23815.5m
step 00052/615173 (0.01%) | loss: 10.388078 | lrm: 0.01 | dt: 2322.32ms | tok/sec: 7,055 | mfu: 0.00 | epoch: 1 | total time: 1.63m | eta: 23815.3m
step 00053/615173 (0.01%) | loss: 10.387751 | lrm: 0.01 | dt: 2313.53ms | tok/sec: 7,081 | mfu: 0.00 | epoch: 1 | total time: 1.66m | eta: 23813.0m
step 00054/615173 (0.01%) | loss: 10.387079 | lrm: 0.01 | dt: 2311.19ms | tok/sec: 7,089 | mfu: 0.00 | epoch: 1 | total time: 1.70m | eta: 23810.3m
step 00055/615173 (0.01%) | loss: 10.387043 | lrm: 0.01 | dt: 2315.21ms | tok/sec: 7,076 | mfu: 0.00 | epoch: 1 | total time: 1.74m | eta: 23808.6m
step 00056/615173 (0.01%) | loss: 10.386305 | lrm: 0.01 | dt: 2309.40ms | tok/sec: 7,094 | mfu: 0.00 | epoch: 1 | total time: 1.78m | eta: 23805.6m
step 00057/615173 (0.01%) | loss: 10.386099 | lrm: 0.01 | dt: 2305.42ms | tok/sec: 7,106 | mfu: 0.00 | epoch: 1 | total time: 1.82m | eta: 23802.0m
step 00058/615173 (0.01%) | loss: 10.385494 | lrm: 0.01 | dt: 2313.50ms | tok/sec: 7,081 | mfu: 0.00 | epoch: 1 | total time: 1.86m | eta: 23800.2m
step 00059/615173 (0.01%) | loss: 10.384742 | lrm: 0.01 | dt: 2307.69ms | tok/sec: 7,099 | mfu: 0.00 | epoch: 1 | total time: 1.90m | eta: 23797.2m
step 00060/615173 (0.01%) | loss: 10.384174 | lrm: 0.01 | dt: 2345.78ms | tok/sec: 6,984 | mfu: 0.00 | epoch: 1 | total time: 1.93m | eta: 23802.2m
step 00061/615173 (0.01%) | loss: 10.383269 | lrm: 0.01 | dt: 2368.08ms | tok/sec: 6,918 | mfu: 0.00 | epoch: 1 | total time: 1.97m | eta: 23811.5m
step 00062/615173 (0.01%) | loss: 10.382708 | lrm: 0.01 | dt: 2349.50ms | tok/sec: 6,973 | mfu: 0.00 | epoch: 1 | total time: 2.01m | eta: 23816.8m
step 00063/615173 (0.01%) | loss: 10.382297 | lrm: 0.01 | dt: 2335.86ms | tok/sec: 7,014 | mfu: 0.00 | epoch: 1 | total time: 2.05m | eta: 23819.2m
step 00064/615173 (0.01%) | loss: 10.381801 | lrm: 0.01 | dt: 2328.07ms | tok/sec: 7,037 | mfu: 0.00 | epoch: 1 | total time: 2.09m | eta: 23820.0m
step 00065/615173 (0.01%) | loss: 10.381317 | lrm: 0.01 | dt: 2332.60ms | tok/sec: 7,023 | mfu: 0.00 | epoch: 1 | total time: 2.13m | eta: 23821.7m
